timestamp,category_id,daily_units_sold,daily_units_returned,net_units_sold,rolling_7d_avg
2026-02-03,FASTENERS,56,8,48,34.0
2026-02-04,FASTENERS,28,0,28,34.285714285714285
2026-02-05,FASTENERS,31,0,31,34.57142857142857
2026-02-06,FASTENERS,55,0,55,40.71428571428572
2026-02-07,FASTENERS,46,4,42,43.0
2026-02-08,FASTENERS,32,0,32,35.285714285714285
2026-02-09,FASTENERS,60,0,60,42.285714285714285
2026-02-10,FASTENERS,94,0,94,48.85714285714285
2026-02-11,FASTENERS,53,0,53,52.42857142857143
2026-02-12,FASTENERS,74,0,74,58.57142857142857
2026-02-13,FASTENERS,7,0,7,51.71428571428572
2026-02-14,FASTENERS,51,0,51,53.0
2026-02-15,FASTENERS,23,0,23,51.71428571428572
2026-02-16,FASTENERS,32,0,32,47.71428571428572
2026-02-17,FASTENERS,31,8,23,37.57142857142857
2026-02-18,FASTENERS,64,0,64,39.142857142857146
2026-02-19,FASTENERS,48,0,48,35.42857142857143
2026-02-20,FASTENERS,31,6,25,38.0
2026-02-21,FASTENERS,39,0,39,36.285714285714285
2026-02-22,FASTENERS,21,0,21,36.0
2026-02-23,FASTENERS,70,0,70,41.42857142857143
2026-02-24,FASTENERS,41,0,41,44.0
2026-02-25,FASTENERS,25,0,25,38.42857142857143
2026-02-26,FASTENERS,22,0,22,34.714285714285715
2026-02-27,FASTENERS,82,0,82,42.85714285714285
2026-02-28,FASTENERS,58,9,49,44.285714285714285
2026-03-01,FASTENERS,36,0,36,46.42857142857143
2026-03-02,FASTENERS,42,0,42,42.42857142857143
2026-03-03,FASTENERS,57,0,57,44.71428571428572
2026-03-04,FASTENERS,70,0,70,51.142857142857146
2026-03-05,FASTENERS,27,0,27,51.85714285714285
2026-03-06,FASTENERS,59,4,55,48.0
2026-03-07,FASTENERS,11,0,11,42.57142857142857
2026-03-08,FASTENERS,64,0,64,46.57142857142857
2026-03-09,FASTENERS,48,5,43,46.71428571428572
2026-03-10,FASTENERS,50,0,50,45.71428571428572
2026-03-11,FASTENERS,8,0,8,36.85714285714285
2026-03-12,FASTENERS,57,3,54,40.71428571428572
2026-03-13,FASTENERS,38,0,38,38.285714285714285
2026-03-14,FASTENERS,6,0,6,37.57142857142857
2026-03-15,FASTENERS,58,1,57,36.57142857142857
2026-03-16,FASTENERS,20,0,20,33.285714285714285
2026-03-17,FASTENERS,22,0,22,29.285714285714285
2026-03-18,FASTENERS,65,0,65,37.42857142857143
2026-03-19,FASTENERS,34,0,34,34.57142857142857
2026-03-20,FASTENERS,46,0,46,35.714285714285715
2026-03-21,FASTENERS,15,0,15,37.0
2026-03-22,FASTENERS,25,0,25,32.42857142857143
2026-03-23,FASTENERS,30,0,30,33.857142857142854
2026-03-24,FASTENERS,45,0,45,37.142857142857146
2026-03-25,FASTENERS,35,0,35,32.857142857142854
2026-03-26,FASTENERS,20,0,20,30.857142857142858
2026-03-27,FASTENERS,19,0,19,27.0
2026-03-28,FASTENERS,24,0,24,28.285714285714285
2026-03-29,FASTENERS,5,0,5,25.428571428571427
2026-03-30,FASTENERS,59,0,59,29.571428571428573
2026-03-31,FASTENERS,43,0,43,29.285714285714285
2026-04-01,FASTENERS,30,0,30,28.571428571428573
2026-04-02,FASTENERS,24,0,24,29.142857142857142
2026-04-03,FASTENERS,29,0,29,30.571428571428573
2026-04-04,FASTENERS,44,13,31,31.571428571428573
2026-04-05,FASTENERS,35,0,35,35.857142857142854
2026-04-06,FASTENERS,26,0,26,31.142857142857142
2026-04-07,FASTENERS,51,0,51,32.285714285714285
2026-04-08,FASTENERS,42,0,42,34.0
2026-04-09,FASTENERS,35,0,35,35.57142857142857
2026-04-10,FASTENERS,19,0,19,34.142857142857146
2026-04-11,FASTENERS,36,7,29,33.857142857142854
2026-04-12,FASTENERS,50,0,50,36.0
2026-04-13,FASTENERS,79,0,79,43.57142857142857
2026-04-14,FASTENERS,17,0,17,38.71428571428572
2026-04-15,FASTENERS,31,0,31,37.142857142857146
2026-04-16,FASTENERS,76,0,76,43.0
2026-04-17,FASTENERS,39,0,39,45.85714285714285
2026-04-18,FASTENERS,9,0,9,43.0
2026-04-19,FASTENERS,43,0,43,42.0
2026-04-20,FASTENERS,47,0,47,37.42857142857143
2026-04-21,FASTENERS,19,0,19,37.71428571428572
2026-04-22,FASTENERS,56,0,56,41.285714285714285
2026-04-23,FASTENERS,49,0,49,37.42857142857143
2026-04-24,FASTENERS,44,0,44,38.142857142857146
2026-04-25,FASTENERS,14,0,14,38.85714285714285
2026-04-26,FASTENERS,62,0,62,41.57142857142857
2026-04-27,FASTENERS,37,0,37,40.142857142857146
2026-04-28,FASTENERS,17,0,17,39.85714285714285
2026-04-29,FASTENERS,9,0,9,33.142857142857146
2026-04-30,FASTENERS,36,0,36,31.285714285714285
2026-05-01,FASTENERS,18,0,18,27.571428571428573
2026-05-02,FASTENERS,23,0,23,28.857142857142858
2026-05-03,FASTENERS,9,0,9,21.285714285714285
2026-05-04,FASTENERS,44,0,44,22.285714285714285
2026-05-05,FASTENERS,81,0,81,31.428571428571427
2026-05-06,FASTENERS,33,0,33,34.857142857142854
2026-05-07,FASTENERS,43,0,43,35.857142857142854
2026-05-08,FASTENERS,58,0,58,41.57142857142857
2026-05-09,FASTENERS,32,0,32,42.85714285714285
2026-05-10,FASTENERS,23,0,23,44.85714285714285
2026-05-11,FASTENERS,23,4,19,41.285714285714285
2026-05-12,FASTENERS,10,0,10,31.142857142857142
2026-05-13,FASTENERS,29,0,29,30.571428571428573
2026-05-14,FASTENERS,71,0,71,34.57142857142857
2026-05-15,FASTENERS,35,0,35,31.285714285714285
2026-05-16,FASTENERS,43,0,43,32.857142857142854
2026-05-17,FASTENERS,68,0,68,39.285714285714285
2026-05-18,FASTENERS,31,0,31,41.0
2026-05-19,FASTENERS,51,0,51,46.85714285714285
2026-05-20,FASTENERS,64,4,60,51.285714285714285
2026-05-21,FASTENERS,55,0,55,49.0
2026-05-22,FASTENERS,60,0,60,52.57142857142857
2026-05-23,FASTENERS,30,0,30,50.71428571428572
2026-05-24,FASTENERS,41,0,41,46.85714285714285
2026-05-25,FASTENERS,23,0,23,45.71428571428572
2026-05-26,FASTENERS,45,0,45,44.85714285714285
2026-05-27,FASTENERS,52,0,52,43.71428571428572
2026-05-28,FASTENERS,33,0,33,40.57142857142857
2026-05-29,FASTENERS,33,0,33,36.71428571428572
2026-05-30,FASTENERS,76,4,72,42.71428571428572
2026-05-31,FASTENERS,74,0,74,47.42857142857143
2026-06-01,FASTENERS,20,0,20,47.0
2026-06-02,FASTENERS,27,0,27,44.42857142857143
2026-06-03,FASTENERS,52,0,52,44.42857142857143
2026-06-04,FASTENERS,17,0,17,42.142857142857146
2026-06-05,FASTENERS,26,0,26,41.142857142857146
2026-06-06,FASTENERS,43,0,43,37.0
2026-06-07,FASTENERS,45,0,45,32.857142857142854
2026-06-08,FASTENERS,23,0,23,33.285714285714285
2026-06-09,FASTENERS,15,0,15,31.571428571428573
2026-06-10,FASTENERS,31,0,31,28.571428571428573
2026-06-11,FASTENERS,25,0,25,29.714285714285715
2026-06-12,FASTENERS,25,0,25,29.571428571428573
2026-06-13,FASTENERS,41,0,41,29.285714285714285
2026-06-14,FASTENERS,18,0,18,25.428571428571427
2026-06-15,FASTENERS,24,0,24,25.571428571428573
2026-06-16,FASTENERS,76,3,73,33.857142857142854
2026-06-17,FASTENERS,14,0,14,31.428571428571427
2026-06-18,FASTENERS,56,0,56,35.857142857142854
2026-06-19,FASTENERS,22,0,22,35.42857142857143
2026-06-20,FASTENERS,45,0,45,36.0
2026-06-21,FASTENERS,79,0,79,44.71428571428572
2026-06-22,FASTENERS,16,6,10,42.71428571428572
2026-06-23,FASTENERS,50,0,50,39.42857142857143
2026-06-24,FASTENERS,54,0,54,45.142857142857146
2026-06-25,FASTENERS,29,0,29,41.285714285714285
2026-06-26,FASTENERS,23,0,23,41.42857142857143
2026-06-27,FASTENERS,83,2,81,46.57142857142857
2026-06-28,FASTENERS,24,0,24,38.71428571428572
2026-06-29,FASTENERS,10,0,10,38.71428571428572
2026-06-30,FASTENERS,73,0,73,42.0
2026-07-01,FASTENERS,76,0,76,45.142857142857146
2026-07-02,FASTENERS,85,8,77,52.0
2026-07-03,FASTENERS,42,0,42,54.71428571428572
2026-07-04,FASTENERS,35,9,26,46.85714285714285
2026-07-05,FASTENERS,5,0,5,44.142857142857146
2026-07-06,FASTENERS,79,0,79,54.0
2026-07-07,FASTENERS,17,7,10,45.0
2026-07-08,FASTENERS,44,0,44,40.42857142857143
2026-07-09,FASTENERS,50,0,50,36.57142857142857
2026-07-10,FASTENERS,30,0,30,34.857142857142854
2026-07-11,FASTENERS,56,0,56,39.142857142857146
2026-07-12,FASTENERS,47,0,47,45.142857142857146
2026-07-13,FASTENERS,48,0,48,40.71428571428572
2026-07-14,FASTENERS,78,0,78,50.42857142857143
2026-07-15,FASTENERS,40,0,40,49.85714285714285
2026-07-16,FASTENERS,57,0,57,50.85714285714285
2026-07-17,FASTENERS,79,0,79,57.85714285714285
2026-07-18,FASTENERS,51,0,51,57.142857142857146
2026-07-19,FASTENERS,43,0,43,56.57142857142857
2026-07-20,FASTENERS,38,0,38,55.142857142857146
2026-07-21,FASTENERS,48,0,48,50.85714285714285
2026-07-22,FASTENERS,39,0,39,50.71428571428572
2026-07-23,FASTENERS,41,0,41,48.42857142857143
2026-07-24,FASTENERS,26,0,26,40.85714285714285
2026-07-25,FASTENERS,8,0,8,34.714285714285715
2026-07-26,FASTENERS,44,0,44,34.857142857142854
2026-07-27,FASTENERS,58,0,58,37.71428571428572
2025-09-01,FILTERS,15,0,15,15.0
2025-09-02,FILTERS,39,4,35,25.0
2025-09-03,FILTERS,36,4,32,27.33333333333333
2025-09-04,FILTERS,21,0,21,25.75
2025-09-05,FILTERS,42,3,39,28.4
2025-09-06,FILTERS,13,1,12,25.666666666666668
2025-09-07,FILTERS,18,0,18,24.571428571428573
2025-09-08,FILTERS,49,6,43,28.571428571428573
2025-09-09,FILTERS,24,3,21,26.571428571428573
2025-09-10,FILTERS,64,0,64,31.142857142857142
2025-09-11,FILTERS,32,4,28,32.142857142857146
2025-09-12,FILTERS,34,0,34,31.428571428571427
2025-09-13,FILTERS,17,0,17,32.142857142857146
2025-09-14,FILTERS,54,0,54,37.285714285714285
2025-09-15,FILTERS,22,0,22,34.285714285714285
2025-09-16,FILTERS,31,0,31,35.714285714285715
2025-09-17,FILTERS,23,0,23,29.857142857142858
2025-09-18,FILTERS,16,0,16,28.142857142857142
2025-09-19,FILTERS,23,0,23,26.571428571428573
2025-09-20,FILTERS,19,0,19,26.857142857142858
2025-09-21,FILTERS,11,6,5,19.857142857142858
2025-09-22,FILTERS,33,0,33,21.428571428571427
2025-09-23,FILTERS,3,0,3,17.428571428571427
2025-09-24,FILTERS,22,0,22,17.285714285714285
2025-09-25,FILTERS,22,7,15,17.142857142857142
2025-09-26,FILTERS,6,0,6,14.714285714285714
2025-09-27,FILTERS,26,0,26,15.714285714285714
2025-09-28,FILTERS,46,0,46,21.571428571428573
2025-09-29,FILTERS,5,0,5,17.571428571428573
2025-09-30,FILTERS,49,0,49,24.142857142857142
2025-10-01,FILTERS,13,0,13,22.857142857142858
2025-10-02,FILTERS,33,6,27,24.571428571428573
2025-10-03,FILTERS,61,0,61,32.42857142857143
2025-10-04,FILTERS,27,10,17,31.142857142857142
2025-10-05,FILTERS,24,0,24,28.0
2025-10-06,FILTERS,15,0,15,29.428571428571427
2025-10-07,FILTERS,43,2,41,28.285714285714285
2025-10-08,FILTERS,7,0,7,27.428571428571427
2025-10-09,FILTERS,24,0,24,27.0
2025-10-10,FILTERS,24,0,24,21.714285714285715
2025-10-11,FILTERS,31,5,26,23.0
2025-10-12,FILTERS,56,7,49,26.571428571428573
2025-10-13,FILTERS,16,0,16,26.714285714285715
2025-10-14,FILTERS,14,0,14,22.857142857142858
2025-10-15,FILTERS,41,0,41,27.714285714285715
2025-10-16,FILTERS,63,10,53,31.857142857142858
2025-10-17,FILTERS,40,0,40,34.142857142857146
2025-10-18,FILTERS,12,8,4,31.0
2025-10-19,FILTERS,39,0,39,29.571428571428573
2025-10-20,FILTERS,43,1,42,33.285714285714285
2025-10-21,FILTERS,25,0,25,34.857142857142854
2025-10-22,FILTERS,14,0,14,31.0
2025-10-23,FILTERS,45,1,44,29.714285714285715
2025-10-24,FILTERS,33,0,33,28.714285714285715
2025-10-25,FILTERS,32,0,32,32.714285714285715
2025-10-26,FILTERS,12,0,12,28.857142857142858
2025-10-27,FILTERS,16,3,13,24.714285714285715
2025-10-28,FILTERS,20,0,20,24.0
2025-10-29,FILTERS,23,0,23,25.285714285714285
2025-10-30,FILTERS,19,0,19,21.714285714285715
2025-10-31,FILTERS,48,0,48,23.857142857142858
2025-11-01,FILTERS,20,0,20,22.142857142857142
2025-11-02,FILTERS,7,0,7,21.428571428571427
2025-11-03,FILTERS,30,0,30,23.857142857142858
2025-11-04,FILTERS,40,2,38,26.428571428571427
2025-11-05,FILTERS,3,0,3,23.571428571428573
2025-11-06,FILTERS,20,5,15,23.0
2025-11-07,FILTERS,19,4,15,18.285714285714285
2025-11-08,FILTERS,21,0,21,18.428571428571427
2025-11-09,FILTERS,21,5,16,19.714285714285715
2025-11-10,FILTERS,29,0,29,19.571428571428573
2025-11-11,FILTERS,15,0,15,16.285714285714285
2025-11-12,FILTERS,34,0,34,20.714285714285715
2025-11-13,FILTERS,10,0,10,20.0
2025-11-14,FILTERS,26,0,26,21.571428571428573
2025-11-15,FILTERS,7,0,7,19.571428571428573
2025-11-16,FILTERS,11,4,7,18.285714285714285
2025-11-17,FILTERS,29,0,29,18.285714285714285
2025-11-18,FILTERS,6,0,6,17.0
2025-11-19,FILTERS,23,0,23,15.428571428571429
2025-11-20,FILTERS,22,0,22,17.142857142857142
2025-11-21,FILTERS,13,0,13,15.285714285714286
2025-11-22,FILTERS,36,3,33,19.0
2025-11-23,FILTERS,43,3,40,23.714285714285715
2025-11-24,FILTERS,19,0,19,22.285714285714285
2025-11-25,FILTERS,43,0,43,27.571428571428573
2025-11-26,FILTERS,49,0,49,31.285714285714285
2025-11-27,FILTERS,28,0,28,32.142857142857146
2025-11-28,FILTERS,15,8,7,31.285714285714285
2025-11-29,FILTERS,50,0,50,33.714285714285715
2025-11-30,FILTERS,26,0,26,31.714285714285715
2025-12-01,FILTERS,13,0,13,30.857142857142858
2025-12-02,FILTERS,31,0,31,29.142857142857142
2025-12-03,FILTERS,27,1,26,25.857142857142858
2025-12-04,FILTERS,23,0,23,25.142857142857142
2025-12-05,FILTERS,42,0,42,30.142857142857142
2025-12-06,FILTERS,26,0,26,26.714285714285715
2025-12-07,FILTERS,68,4,64,32.142857142857146
2025-12-08,FILTERS,21,0,21,33.285714285714285
2025-12-09,FILTERS,61,12,49,35.857142857142854
2025-12-10,FILTERS,3,0,3,32.57142857142857
2025-12-11,FILTERS,31,0,31,33.714285714285715
2025-12-12,FILTERS,28,2,26,31.428571428571427
2025-12-13,FILTERS,17,0,17,30.142857142857142
2025-12-14,FILTERS,24,2,22,24.142857142857142
2025-12-15,FILTERS,20,0,20,24.0
2025-12-16,FILTERS,31,0,31,21.428571428571427
2025-12-17,FILTERS,19,0,19,23.714285714285715
2025-12-18,FILTERS,33,0,33,24.0
2025-12-19,FILTERS,3,0,3,20.714285714285715
2025-12-20,FILTERS,46,5,41,24.142857142857142
2025-12-21,FILTERS,24,0,24,24.428571428571427
2025-12-22,FILTERS,41,9,32,26.142857142857142
2025-12-23,FILTERS,18,0,18,24.285714285714285
2025-12-24,FILTERS,48,0,48,28.428571428571427
2025-12-25,FILTERS,9,9,0,23.714285714285715
2025-12-26,FILTERS,37,0,37,28.571428571428573
2025-12-27,FILTERS,22,0,22,25.857142857142858
2025-12-28,FILTERS,21,4,17,24.857142857142858
2025-12-29,FILTERS,0,0,0,20.285714285714285
2025-12-30,FILTERS,7,0,7,18.714285714285715
2025-12-31,FILTERS,42,0,42,17.857142857142858
2026-01-01,FILTERS,26,0,26,21.571428571428573
2026-01-02,FILTERS,6,0,6,17.142857142857142
2026-01-03,FILTERS,23,0,23,17.285714285714285
2026-01-04,FILTERS,17,0,17,17.285714285714285
2026-01-05,FILTERS,49,0,49,24.285714285714285
2026-01-06,FILTERS,36,0,36,28.428571428571427
2026-01-07,FILTERS,49,4,45,28.857142857142858
2026-01-08,FILTERS,4,0,4,25.714285714285715
2026-01-09,FILTERS,36,0,36,30.0
2026-01-10,FILTERS,25,0,25,30.285714285714285
2026-01-11,FILTERS,15,0,15,30.0
2026-01-12,FILTERS,37,0,37,28.285714285714285
2026-01-13,FILTERS,46,5,41,29.0
2026-01-14,FILTERS,5,0,5,23.285714285714285
2026-01-15,FILTERS,14,0,14,24.714285714285715
2026-01-16,FILTERS,17,0,17,22.0
2026-01-17,FILTERS,30,5,25,22.0
2026-01-18,FILTERS,35,0,35,24.857142857142858
2026-01-19,FILTERS,57,0,57,27.714285714285715
2026-01-20,FILTERS,34,0,34,26.714285714285715
2026-01-21,FILTERS,8,0,8,27.142857142857142
2026-01-22,FILTERS,12,0,12,26.857142857142858
2026-01-23,FILTERS,58,4,54,32.142857142857146
2026-01-24,FILTERS,30,0,30,32.857142857142854
2026-01-25,FILTERS,26,0,26,31.571428571428573
2026-01-26,FILTERS,25,0,25,27.0
2026-01-27,FILTERS,31,0,31,26.571428571428573
2026-01-28,FILTERS,26,3,23,28.714285714285715
2026-01-29,FILTERS,25,0,25,30.571428571428573
2026-01-30,FILTERS,19,0,19,25.571428571428573
2026-01-31,FILTERS,47,0,47,28.0
2026-02-01,FILTERS,33,1,32,28.857142857142858
2026-02-02,FILTERS,16,3,13,27.142857142857142
2026-02-03,FILTERS,0,0,0,22.714285714285715
2026-02-04,FILTERS,29,13,16,21.714285714285715
2026-02-05,FILTERS,18,0,18,20.714285714285715
2026-02-06,FILTERS,37,2,35,23.0
2026-02-07,FILTERS,29,3,26,20.0
2026-02-08,FILTERS,34,0,34,20.285714285714285
2026-02-09,FILTERS,27,1,26,22.142857142857142
2026-02-10,FILTERS,15,0,15,24.285714285714285
2026-02-11,FILTERS,18,0,18,24.571428571428573
2026-02-12,FILTERS,22,2,20,24.857142857142858
2026-02-13,FILTERS,58,2,56,27.857142857142858
2026-02-14,FILTERS,11,0,11,25.714285714285715
2026-02-15,FILTERS,47,4,43,27.0
2026-02-16,FILTERS,38,0,38,28.714285714285715
2026-02-17,FILTERS,28,2,26,30.285714285714285
2026-02-18,FILTERS,54,7,47,34.42857142857143
2026-02-19,FILTERS,40,9,31,36.0
2026-02-20,FILTERS,48,0,48,34.857142857142854
2026-02-21,FILTERS,52,0,52,40.71428571428572
2026-02-22,FILTERS,27,0,27,38.42857142857143
2026-02-23,FILTERS,23,0,23,36.285714285714285
2026-02-24,FILTERS,36,0,36,37.71428571428572
2026-02-25,FILTERS,27,0,27,34.857142857142854
2026-02-26,FILTERS,38,0,38,35.857142857142854
2026-02-27,FILTERS,19,0,19,31.714285714285715
2026-02-28,FILTERS,3,0,3,24.714285714285715
2026-03-01,FILTERS,18,0,18,23.428571428571427
2026-03-02,FILTERS,13,0,13,22.0
2026-03-03,FILTERS,16,0,16,19.142857142857142
2026-03-04,FILTERS,29,0,29,19.428571428571427
2026-03-05,FILTERS,6,0,6,14.857142857142858
2026-03-06,FILTERS,25,0,25,15.714285714285714
2026-03-07,FILTERS,47,0,47,22.0
2026-03-08,FILTERS,63,0,63,28.428571428571427
2026-03-09,FILTERS,34,6,28,30.571428571428573
2026-03-10,FILTERS,21,5,16,30.571428571428573
2026-03-11,FILTERS,31,0,31,30.857142857142858
2026-03-12,FILTERS,27,0,27,33.857142857142854
2026-03-13,FILTERS,44,0,44,36.57142857142857
2026-03-14,FILTERS,50,0,50,37.0
2026-03-15,FILTERS,16,0,16,30.285714285714285
2026-03-16,FILTERS,29,0,29,30.428571428571427
2026-03-17,FILTERS,57,0,57,36.285714285714285
2026-03-18,FILTERS,28,0,28,35.857142857142854
2026-03-19,FILTERS,59,0,59,40.42857142857143
2026-03-20,FILTERS,24,0,24,37.57142857142857
2026-03-21,FILTERS,42,0,42,36.42857142857143
2026-03-22,FILTERS,62,5,57,42.285714285714285
2026-03-23,FILTERS,0,0,0,38.142857142857146
2026-03-24,FILTERS,29,0,29,34.142857142857146
2026-03-25,FILTERS,65,5,60,38.71428571428572
2026-03-26,FILTERS,34,0,34,35.142857142857146
2026-03-27,FILTERS,20,0,20,34.57142857142857
2026-03-28,FILTERS,41,0,41,34.42857142857143
2026-03-29,FILTERS,56,7,49,33.285714285714285
2026-03-30,FILTERS,43,0,43,39.42857142857143
2026-03-31,FILTERS,39,6,33,40.0
2026-04-01,FILTERS,18,0,18,34.0
2026-04-02,FILTERS,36,0,36,34.285714285714285
2026-04-03,FILTERS,20,0,20,34.285714285714285
2026-04-04,FILTERS,53,0,53,36.0
2026-04-05,FILTERS,28,1,27,32.857142857142854
2026-04-06,FILTERS,59,5,54,34.42857142857143
2026-04-07,FILTERS,8,0,8,30.857142857142858
2026-04-08,FILTERS,40,0,40,34.0
2026-04-09,FILTERS,44,3,41,34.714285714285715
2026-04-10,FILTERS,44,4,40,37.57142857142857
2026-04-11,FILTERS,24,9,15,32.142857142857146
2026-04-12,FILTERS,15,3,12,30.0
2026-04-13,FILTERS,9,0,9,23.571428571428573
2026-04-14,FILTERS,64,3,61,31.142857142857142
2026-04-15,FILTERS,70,0,70,35.42857142857143
2026-04-16,FILTERS,13,0,13,31.428571428571427
2026-04-17,FILTERS,20,0,20,28.571428571428573
2026-04-18,FILTERS,17,0,17,28.857142857142858
2026-04-19,FILTERS,3,0,3,27.571428571428573
2026-04-20,FILTERS,36,0,36,31.428571428571427
2026-04-21,FILTERS,24,0,24,26.142857142857142
2026-04-22,FILTERS,16,0,16,18.428571428571427
2026-04-23,FILTERS,6,0,6,17.428571428571427
2026-04-24,FILTERS,23,0,23,17.857142857142858
2026-04-25,FILTERS,48,0,48,22.285714285714285
2026-04-26,FILTERS,46,1,45,28.285714285714285
2026-04-27,FILTERS,35,3,32,27.714285714285715
2026-04-28,FILTERS,20,0,20,27.142857142857142
2026-04-29,FILTERS,27,1,26,28.571428571428573
2026-04-30,FILTERS,4,0,4,28.285714285714285
2026-05-01,FILTERS,25,2,23,28.285714285714285
2026-05-02,FILTERS,41,3,38,26.857142857142858
2026-05-03,FILTERS,30,4,26,24.142857142857142
2026-05-04,FILTERS,35,0,35,24.571428571428573
2026-05-05,FILTERS,39,3,36,26.857142857142858
2026-05-06,FILTERS,34,7,27,27.0
2026-05-07,FILTERS,26,0,26,30.142857142857142
2026-05-08,FILTERS,21,0,21,29.857142857142858
2026-05-09,FILTERS,54,0,54,32.142857142857146
2026-05-10,FILTERS,27,3,24,31.857142857142858
2026-05-11,FILTERS,9,0,9,28.142857142857142
2026-05-12,FILTERS,29,4,25,26.571428571428573
2026-05-13,FILTERS,18,0,18,25.285714285714285
2026-05-14,FILTERS,25,5,20,24.428571428571427
2026-05-15,FILTERS,25,0,25,25.0
2026-05-16,FILTERS,25,5,20,20.142857142857142
2026-05-17,FILTERS,60,0,60,25.285714285714285
2026-05-18,FILTERS,37,0,37,29.285714285714285
2026-05-19,FILTERS,14,1,13,27.571428571428573
2026-05-20,FILTERS,13,0,13,26.857142857142858
2026-05-21,FILTERS,14,0,14,26.0
2026-05-22,FILTERS,0,0,0,22.428571428571427
2026-05-23,FILTERS,27,0,27,23.428571428571427
2026-05-24,FILTERS,16,0,16,17.142857142857142
2026-05-25,FILTERS,21,0,21,14.857142857142858
2026-05-26,FILTERS,45,0,45,19.428571428571427
2026-05-27,FILTERS,41,0,41,23.428571428571427
2026-05-28,FILTERS,39,0,39,27.0
2026-05-29,FILTERS,30,0,30,31.285714285714285
2026-05-30,FILTERS,34,0,34,32.285714285714285
2026-05-31,FILTERS,26,0,26,33.714285714285715
2026-06-01,FILTERS,18,0,18,33.285714285714285
2026-06-02,FILTERS,4,0,4,27.428571428571427
2026-06-03,FILTERS,27,0,27,25.428571428571427
2026-06-04,FILTERS,25,0,25,23.428571428571427
2026-06-05,FILTERS,36,0,36,24.285714285714285
2026-06-06,FILTERS,31,2,29,23.571428571428573
2026-06-07,FILTERS,27,0,27,23.714285714285715
2026-06-08,FILTERS,22,1,21,24.142857142857142
2026-06-09,FILTERS,16,0,16,25.857142857142858
2026-06-10,FILTERS,18,6,12,23.714285714285715
2026-06-11,FILTERS,28,0,28,24.142857142857142
2026-06-12,FILTERS,29,0,29,23.142857142857142
2026-06-13,FILTERS,34,0,34,23.857142857142858
2026-06-14,FILTERS,36,0,36,25.142857142857142
2026-06-15,FILTERS,38,0,38,27.571428571428573
2026-06-16,FILTERS,26,0,26,29.0
2026-06-17,FILTERS,42,8,34,32.142857142857146
2026-06-18,FILTERS,12,0,12,29.857142857142858
2026-06-19,FILTERS,31,0,31,30.142857142857142
2026-06-20,FILTERS,34,0,34,30.142857142857142
2026-06-21,FILTERS,19,1,18,27.571428571428573
2026-06-22,FILTERS,31,7,24,25.571428571428573
2026-06-23,FILTERS,18,1,17,24.285714285714285
2026-06-24,FILTERS,26,0,26,23.142857142857142
2026-06-25,FILTERS,37,0,37,26.714285714285715
2026-06-26,FILTERS,47,3,44,28.571428571428573
2026-06-27,FILTERS,10,0,10,25.142857142857142
2026-06-28,FILTERS,33,0,33,27.285714285714285
2026-06-29,FILTERS,5,0,5,24.571428571428573
2026-06-30,FILTERS,22,0,22,25.285714285714285
2026-07-01,FILTERS,27,0,27,25.428571428571427
2026-07-02,FILTERS,39,7,32,24.714285714285715
2026-07-03,FILTERS,20,0,20,21.285714285714285
2026-07-04,FILTERS,30,0,30,24.142857142857142
2026-07-05,FILTERS,19,4,15,21.571428571428573
2026-07-06,FILTERS,26,0,26,24.571428571428573
2026-07-07,FILTERS,67,0,67,31.0
2026-07-08,FILTERS,4,0,4,27.714285714285715
2026-07-09,FILTERS,42,0,42,29.142857142857142
2026-07-10,FILTERS,16,0,16,28.571428571428573
2026-07-11,FILTERS,20,0,20,27.142857142857142
2026-07-12,FILTERS,28,0,28,29.0
2026-07-13,FILTERS,27,0,27,29.142857142857142
2026-07-14,FILTERS,25,0,25,23.142857142857142
2026-07-15,FILTERS,25,4,21,25.571428571428573
2026-07-16,FILTERS,6,1,5,20.285714285714285
2026-07-17,FILTERS,14,4,10,19.428571428571427
2026-07-18,FILTERS,31,0,31,21.0
2026-07-19,FILTERS,47,0,47,23.714285714285715
2026-07-20,FILTERS,40,6,34,24.714285714285715
2026-07-21,FILTERS,31,0,31,25.571428571428573
2026-07-22,FILTERS,17,0,17,25.0
2026-07-23,FILTERS,41,0,41,30.142857142857142
2026-07-24,FILTERS,30,0,30,33.0
2026-07-25,FILTERS,23,0,23,31.857142857142858
2026-07-26,FILTERS,46,0,46,31.714285714285715
2026-07-27,FILTERS,24,0,24,30.285714285714285
2025-09-01,HYDRAULICS,5,3,2,2.0
2025-09-02,HYDRAULICS,18,0,18,10.0
2025-09-03,HYDRAULICS,16,0,16,12.0
2025-09-04,HYDRAULICS,10,0,10,11.5
2025-09-05,HYDRAULICS,6,0,6,10.4
2025-09-06,HYDRAULICS,15,0,15,11.166666666666666
2025-09-07,HYDRAULICS,15,0,15,11.714285714285714
2025-09-08,HYDRAULICS,19,2,17,13.857142857142858
2025-09-09,HYDRAULICS,6,0,6,12.142857142857142
2025-09-10,HYDRAULICS,29,0,29,14.0
2025-09-11,HYDRAULICS,14,0,14,14.571428571428571
2025-09-12,HYDRAULICS,20,0,20,16.571428571428573
2025-09-13,HYDRAULICS,21,0,21,17.428571428571427
2025-09-14,HYDRAULICS,11,0,11,16.857142857142858
