Sale_ID,Timestamp,Buyer_ID,Seller_ID,Warehouse_ID,Part_ID,Quantity_Sold,Quantity_Returned,Unit_Price_USD
SALE-01812,2026-02-12 20:45:06,CUST-137,Nagpur Central Hub,WH-GreatLakes-MI,FIL-4005,6,0,58.81
SALE-01813,2025-09-27 17:26:45,CUST-118,Guwahati Northeast Hub,WH-Northeast-NY,FAS-3002,7,0,18.38
SALE-01814,2025-10-30 18:14:12,CUST-140,Pune Midwest Hub,WH-Midwest-OH,FIL-4005,8,0,62.35
SALE-01815,2026-07-09 20:16:16,CUST-136,Chennai South Hub,WH-South-FL,FIL-4005,8,0,64.59
SALE-01816,2026-02-21 19:23:25,CUST-138,Bhubaneswar Southeast Hub,WH-Southeast-GA,FIL-4003,6,0,44.2
SALE-01817,2026-04-06 19:14:29,CUST-132,Guwahati Northeast Hub,WH-Northeast-NY,ELE-2001,3,0,708.33
SALE-01818,2025-11-17 20:24:25,CUST-143,Indore Central-West Hub,WH-Rockies-UT,FIL-4002,3,0,33.49
SALE-01819,2026-07-21 20:34:36,CUST-139,Bhubaneswar Southeast Hub,WH-Southeast-GA,FIL-4003,9,0,43.01
SALE-01820,2025-12-10 20:51:48,CUST-145,Bhubaneswar Southeast Hub,WH-Southeast-GA,FIL-4001,3,0,54.04
SALE-01821,2025-11-26 18:46:43,CUST-147,Indore Central-West Hub,WH-Rockies-UT,ELE-2005,1,0,197.71
SALE-01822,2026-06-16 20:54:48,CUST-131,Guwahati Northeast Hub,WH-Northeast-NY,ELE-2002,8,0,122.67
SALE-01823,2025-11-29 17:14:46,CUST-118,Pune Midwest Hub,WH-Midwest-OH,ELE-2005,2,0,201.59
SALE-01824,2026-01-07 18:51:06,CUST-141,Bhubaneswar Southeast Hub,WH-Southeast-GA,HYD-1002,3,0,303.18
SALE-01825,2026-03-07 18:21:02,CUST-104,Bhubaneswar Southeast Hub,WH-Southeast-GA,HYD-1005,1,0,134.75
SALE-01826,2026-06-24 19:53:24,CUST-145,Hyderabad Central Hub,WH-Central-TX,ELE-2004,3,0,389.15
SALE-01827,2026-07-27 17:49:42,CUST-126,Pune Midwest Hub,WH-Midwest-OH,FIL-4002,4,0,34.23
SALE-01828,2026-06-21 20:25:22,CUST-109,Mumbai West Hub,WH-West-CA,FAS-3002,8,0,18.88
SALE-01829,2026-07-17 17:20:37,CUST-102,Mumbai West Hub,WH-West-CA,HYD-1001,6,0,469.33
SALE-01830,2025-11-22 18:45:36,CUST-130,Bhubaneswar Southeast Hub,WH-Southeast-GA,FIL-4004,7,0,49.74
SALE-01831,2025-10-24 19:48:11,CUST-120,Hyderabad Central Hub,WH-Central-TX,FIL-4001,12,0,52.67
SALE-01832,2025-12-26 17:18:14,CUST-138,Nagpur Central Hub,WH-GreatLakes-MI,FIL-4003,7,0,39.63
SALE-01833,2026-03-01 19:07:42,CUST-129,Ahmedabad Southwest Hub,WH-Southwest-AZ,FIL-4002,8,0,32.1
SALE-01834,2026-03-30 20:46:56,CUST-133,Bhubaneswar Southeast Hub,WH-Southeast-GA,ELE-2001,2,0,673.21
SALE-01835,2026-03-30 19:48:42,CUST-145,Kolkata East Hub,WH-East-NC,FIL-4005,6,0,61.93
SALE-01836,2025-09-10 19:27:06,CUST-129,Ahmedabad Southwest Hub,WH-Southwest-AZ,HYD-1005,2,0,139.3
SALE-01837,2026-07-12 18:40:54,CUST-113,Kolkata East Hub,WH-East-NC,FAS-3003,8,0,21.14
SALE-01838,2025-09-04 17:27:22,CUST-113,Indore Central-West Hub,WH-Rockies-UT,HYD-1002,4,0,345.23
SALE-01839,2026-06-23 18:52:30,CUST-131,Hyderabad Central Hub,WH-Central-TX,ELE-2002,1,0,122.64
SALE-01840,2026-06-23 18:48:59,CUST-141,Chennai South Hub,WH-South-FL,FIL-4002,7,0,30.5
SALE-01841,2026-04-16 18:16:56,CUST-134,Kolkata East Hub,WH-East-NC,FIL-4002,6,0,32.05
SALE-01842,2026-03-10 18:13:41,CUST-123,Coimbatore South Central Hub,WH-SouthCentral-OK,FAS-3004,3,0,33.21
SALE-01843,2026-04-27 20:17:11,CUST-152,Bengaluru Technology Hub,WH-Pacific-WA,HYD-1001,4,0,468.37
SALE-01844,2026-07-24 20:12:40,CUST-118,Indore Central-West Hub,WH-Rockies-UT,FIL-4003,5,0,44.71
SALE-01845,2026-03-16 18:45:58,CUST-113,Pune Midwest Hub,WH-Midwest-OH,FIL-4002,4,0,33.61
SALE-01846,2026-07-13 19:08:48,CUST-106,Jaipur Regional Hub,WH-Mountain-CO,FAS-3003,15,0,21.63
SALE-01847,2025-11-30 19:28:24,CUST-128,Chennai South Hub,WH-South-FL,HYD-1005,5,0,148.22
SALE-01848,2026-02-18 19:11:37,CUST-102,Mumbai West Hub,WH-West-CA,FIL-4004,4,0,49.44
SALE-01849,2026-04-15 17:26:51,CUST-121,Nagpur Central Hub,WH-GreatLakes-MI,FIL-4002,9,0,33.66
SALE-01850,2026-07-18 17:22:19,CUST-115,Indore Central-West Hub,WH-Rockies-UT,FAS-3003,15,0,23.06
SALE-01851,2026-07-07 17:47:50,CUST-155,Bengaluru Technology Hub,WH-Pacific-WA,FAS-3002,12,7,17.68
SALE-01852,2026-05-04 18:40:44,CUST-121,Nagpur Central Hub,WH-GreatLakes-MI,FIL-4005,3,0,59.11
SALE-01853,2025-10-30 18:44:32,CUST-155,Pune Midwest Hub,WH-Midwest-OH,FAS-3004,13,0,34.95
SALE-01854,2026-02-06 19:25:58,CUST-155,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FAS-3005,4,0,30.13
SALE-01855,2026-03-22 20:37:53,CUST-160,Pune Midwest Hub,WH-Midwest-OH,ELE-2003,1,0,78.41
SALE-01856,2026-04-24 20:45:00,CUST-155,Bhubaneswar Southeast Hub,WH-Southeast-GA,ELE-2003,1,0,73.6
SALE-01857,2026-01-22 19:54:41,CUST-151,Lucknow Mid-India Hub,WH-MidAtlantic-VA,HYD-1005,4,0,140.52
SALE-01858,2026-06-30 19:39:59,CUST-130,Indore Central-West Hub,WH-Rockies-UT,ELE-2001,3,0,709.08
SALE-01859,2026-07-05 18:20:40,CUST-148,Bengaluru Technology Hub,WH-Pacific-WA,FAS-3005,5,0,32.03
SALE-01860,2026-05-22 17:59:16,CUST-159,Guwahati Northeast Hub,WH-Northeast-NY,FAS-3003,12,0,20.96
SALE-01861,2026-01-12 20:47:30,CUST-154,Delhi North Hub,WH-North-IL,FIL-4003,6,0,42.33
SALE-01862,2025-10-16 17:21:40,CUST-158,Jaipur Regional Hub,WH-Mountain-CO,FAS-3004,12,0,36.43
SALE-01863,2025-11-23 19:13:37,CUST-149,Jaipur Regional Hub,WH-Mountain-CO,FIL-4005,4,0,58.58
SALE-01864,2026-05-25 17:24:04,CUST-104,Hyderabad Central Hub,WH-Central-TX,FAS-3005,11,0,30.06
SALE-01865,2026-05-05 18:09:52,CUST-102,Indore Central-West Hub,WH-Rockies-UT,FIL-4001,5,3,54.57
SALE-01866,2025-09-12 20:45:55,CUST-153,Nagpur Central Hub,WH-GreatLakes-MI,HYD-1004,3,0,180.03
SALE-01867,2026-04-22 19:30:01,CUST-147,Delhi North Hub,WH-North-IL,FAS-3005,9,0,31.41
SALE-01868,2026-07-18 20:13:24,CUST-108,Hyderabad Central Hub,WH-Central-TX,FAS-3002,9,0,18.78
SALE-01869,2025-10-02 18:55:21,CUST-145,Bhubaneswar Southeast Hub,WH-Southeast-GA,FAS-3005,6,0,30.85
SALE-01870,2026-05-14 17:51:30,CUST-138,Kolkata East Hub,WH-East-NC,FIL-4001,9,0,52.73
SALE-01871,2026-05-03 17:40:41,CUST-111,Mumbai West Hub,WH-West-CA,HYD-1005,6,0,134.01
SALE-01872,2026-03-22 18:01:18,CUST-139,Pune Midwest Hub,WH-Midwest-OH,HYD-1005,5,0,141.11
SALE-01873,2025-12-14 18:40:36,CUST-133,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FIL-4002,10,2,34.07
SALE-01874,2025-09-18 17:03:13,CUST-154,Bengaluru Technology Hub,WH-Pacific-WA,ELE-2003,1,0,80.78
SALE-01875,2026-03-19 19:05:32,CUST-124,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4003,8,0,40.85
SALE-01876,2026-07-17 18:10:25,CUST-159,Bhubaneswar Southeast Hub,WH-Southeast-GA,FAS-3001,12,0,23.54
SALE-01877,2026-04-14 19:03:39,CUST-137,Lucknow Mid-India Hub,WH-MidAtlantic-VA,HYD-1003,4,0,91.2
SALE-01878,2025-09-04 18:47:58,CUST-143,Bengaluru Technology Hub,WH-Pacific-WA,ELE-2004,3,0,379.3
SALE-01879,2025-12-26 19:12:59,CUST-143,Pune Midwest Hub,WH-Midwest-OH,ELE-2001,2,0,662.33
SALE-01880,2025-10-16 19:56:39,CUST-101,Nagpur Central Hub,WH-GreatLakes-MI,ELE-2002,2,0,120.59
SALE-01881,2026-03-20 17:41:37,CUST-132,Kolkata East Hub,WH-East-NC,HYD-1005,4,0,135.63
SALE-01882,2026-01-23 20:35:41,CUST-119,Kolkata East Hub,WH-East-NC,FAS-3004,7,0,34.4
SALE-01883,2026-03-07 20:04:30,CUST-128,Jaipur Regional Hub,WH-Mountain-CO,HYD-1004,2,0,178.16
SALE-01884,2026-06-14 17:02:47,CUST-115,Jaipur Regional Hub,WH-Mountain-CO,HYD-1002,3,0,321.75
SALE-01885,2025-09-23 20:50:05,CUST-151,Coimbatore South Central Hub,WH-SouthCentral-OK,FAS-3002,8,0,19.23
SALE-01886,2025-09-24 19:13:17,CUST-153,Jaipur Regional Hub,WH-Mountain-CO,HYD-1004,4,0,169.43
SALE-01887,2025-10-21 19:15:58,CUST-132,Lucknow Mid-India Hub,WH-MidAtlantic-VA,HYD-1001,6,0,456.02
SALE-01888,2026-07-24 20:11:30,CUST-131,Lucknow Mid-India Hub,WH-MidAtlantic-VA,ELE-2001,3,0,705.38
SALE-01889,2025-12-11 19:38:21,CUST-109,Jaipur Regional Hub,WH-Mountain-CO,HYD-1004,5,0,172.99
SALE-01890,2026-03-15 19:17:01,CUST-143,Hyderabad Central Hub,WH-Central-TX,ELE-2003,2,0,78.88
SALE-01891,2026-02-27 19:23:13,CUST-158,Indore Central-West Hub,WH-Rockies-UT,FAS-3004,7,0,34.4
SALE-01892,2025-11-25 20:24:41,CUST-115,Mumbai West Hub,WH-West-CA,ELE-2004,1,0,402.67
SALE-01893,2026-01-18 18:07:32,CUST-129,Pune Midwest Hub,WH-Midwest-OH,ELE-2005,6,0,215.62
SALE-01894,2026-05-16 19:54:40,CUST-105,Kolkata East Hub,WH-East-NC,FAS-3004,3,0,37.05
SALE-01895,2026-01-18 20:31:08,CUST-107,Jaipur Regional Hub,WH-Mountain-CO,ELE-2005,4,0,205.6
SALE-01896,2025-12-29 19:20:20,CUST-119,Chennai South Hub,WH-South-FL,FAS-3001,7,0,25.9
SALE-01897,2026-03-14 20:31:21,CUST-131,Hyderabad Central Hub,WH-Central-TX,ELE-2003,1,0,71.28
SALE-01898,2026-07-07 18:01:03,CUST-121,Lucknow Mid-India Hub,WH-MidAtlantic-VA,ELE-2005,3,0,211.72
SALE-01899,2025-12-26 18:43:21,CUST-125,Bengaluru Technology Hub,WH-Pacific-WA,FIL-4003,4,0,40.05
SALE-01900,2026-07-25 19:11:49,CUST-124,Pune Midwest Hub,WH-Midwest-OH,HYD-1005,4,4,148.51
SALE-01901,2026-02-08 19:35:00,CUST-124,Jaipur Regional Hub,WH-Mountain-CO,ELE-2002,2,0,121.23
SALE-01902,2025-11-12 18:49:30,CUST-130,Hyderabad Central Hub,WH-Central-TX,HYD-1002,4,0,302.45
SALE-01903,2026-04-07 18:10:43,CUST-121,Kolkata East Hub,WH-East-NC,ELE-2002,1,0,123.18
SALE-01904,2025-10-29 20:40:59,CUST-144,Ahmedabad Southwest Hub,WH-Southwest-AZ,FAS-3001,7,0,26.66
SALE-01905,2025-11-11 20:56:46,CUST-107,Coimbatore South Central Hub,WH-SouthCentral-OK,ELE-2002,3,0,120.73
SALE-01906,2026-06-30 20:53:43,CUST-104,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FAS-3003,8,0,22.54
SALE-01907,2025-10-05 19:26:32,CUST-154,Kolkata East Hub,WH-East-NC,FAS-3003,10,0,21.18
SALE-01908,2026-01-17 20:49:31,CUST-145,Jaipur Regional Hub,WH-Mountain-CO,FAS-3003,14,0,22.83
SALE-01909,2026-06-08 17:12:52,CUST-148,Nagpur Central Hub,WH-GreatLakes-MI,ELE-2004,6,0,382.1
SALE-01910,2026-05-01 19:17:08,CUST-159,Bengaluru Technology Hub,WH-Pacific-WA,ELE-2001,1,0,656.65
SALE-01911,2025-12-17 18:07:50,CUST-102,Pune Midwest Hub,WH-Midwest-OH,FIL-4003,6,0,42.7
SALE-01912,2025-12-02 20:46:13,CUST-102,Hyderabad Central Hub,WH-Central-TX,FIL-4005,5,0,61.08
SALE-01913,2026-06-01 19:03:55,CUST-139,Jaipur Regional Hub,WH-Mountain-CO,FAS-3001,8,0,24.34
SALE-01914,2026-05-26 18:01:47,CUST-128,Chennai South Hub,WH-South-FL,HYD-1002,1,0,323.24
SALE-01915,2026-07-02 19:09:39,CUST-138,Guwahati Northeast Hub,WH-Northeast-NY,ELE-2005,2,0,211.2
SALE-01916,2025-10-06 18:13:30,CUST-123,Delhi North Hub,WH-North-IL,HYD-1001,1,1,425.11
SALE-01917,2026-05-29 18:11:31,CUST-133,Mumbai West Hub,WH-West-CA,FIL-4002,10,0,33.49
SALE-01918,2026-06-26 17:10:32,CUST-139,Jaipur Regional Hub,WH-Mountain-CO,HYD-1002,4,0,316.48
SALE-01919,2026-01-14 18:51:46,CUST-109,Coimbatore South Central Hub,WH-SouthCentral-OK,HYD-1001,6,0,440.19
SALE-01920,2026-07-07 20:16:08,CUST-109,Mumbai West Hub,WH-West-CA,HYD-1004,2,1,179.97
SALE-01921,2026-06-09 19:20:23,CUST-121,Mumbai West Hub,WH-West-CA,HYD-1005,6,4,144.34
SALE-01922,2026-02-19 18:03:19,CUST-145,Nagpur Central Hub,WH-GreatLakes-MI,FAS-3003,5,0,21.07
SALE-01923,2026-05-17 18:34:49,CUST-151,Hyderabad Central Hub,WH-Central-TX,HYD-1003,1,0,87.73
SALE-01924,2026-04-25 19:00:03,CUST-159,Lucknow Mid-India Hub,WH-MidAtlantic-VA,HYD-1001,3,0,430.69
SALE-01925,2026-06-26 20:59:59,CUST-149,Bhubaneswar Southeast Hub,WH-Southeast-GA,FIL-4003,8,0,43.79
SALE-01926,2025-11-12 18:51:05,CUST-122,Bhubaneswar Southeast Hub,WH-Southeast-GA,FAS-3003,9,0,23.44
SALE-01927,2026-06-13 18:33:31,CUST-138,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FIL-4004,3,0,47.59
SALE-01928,2025-09-01 20:22:39,CUST-152,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FAS-3003,7,0,20.87
SALE-01929,2026-03-23 19:48:05,CUST-117,Jaipur Regional Hub,WH-Mountain-CO,FAS-3002,5,0,16.95
SALE-01930,2026-07-27 20:47:16,CUST-124,Lucknow Mid-India Hub,WH-MidAtlantic-VA,HYD-1003,2,2,89.76
SALE-01931,2026-04-26 19:40:22,CUST-138,Ahmedabad Southwest Hub,WH-Southwest-AZ,HYD-1002,5,0,325.21
SALE-01932,2026-06-01 17:46:48,CUST-127,Jaipur Regional Hub,WH-Mountain-CO,HYD-1004,5,0,171.55
SALE-01933,2025-11-08 19:10:07,CUST-143,Ahmedabad Southwest Hub,WH-Southwest-AZ,FAS-3002,15,0,18.74
SALE-01934,2026-05-31 18:04:03,CUST-111,Kolkata East Hub,WH-East-NC,ELE-2004,2,0,404.47
SALE-01935,2026-02-09 20:55:46,CUST-119,Jaipur Regional Hub,WH-Mountain-CO,HYD-1001,7,0,426.27
SALE-01936,2025-10-11 20:02:19,CUST-155,Mumbai West Hub,WH-West-CA,FIL-4005,4,1,64.01
SALE-01937,2026-05-21 17:48:35,CUST-158,Hyderabad Central Hub,WH-Central-TX,FAS-3001,10,0,26.37
SALE-01938,2026-05-07 19:50:30,CUST-102,Kolkata East Hub,WH-East-NC,ELE-2001,1,0,645.34
SALE-01939,2025-11-04 19:10:59,CUST-101,Pune Midwest Hub,WH-Midwest-OH,FIL-4004,4,2,51.04
SALE-01940,2026-01-19 20:46:14,CUST-138,Hyderabad Central Hub,WH-Central-TX,FIL-4003,6,0,43.6
SALE-01941,2026-07-14 17:25:29,CUST-108,Pune Midwest Hub,WH-Midwest-OH,FIL-4002,7,0,32.95
SALE-01942,2025-12-18 17:28:31,CUST-113,Chennai South Hub,WH-South-FL,ELE-2001,5,0,671.3
SALE-01943,2026-02-04 20:01:38,CUST-156,Pune Midwest Hub,WH-Midwest-OH,HYD-1004,4,0,166.7
SALE-01944,2026-04-04 17:06:44,CUST-105,Indore Central-West Hub,WH-Rockies-UT,FAS-3001,13,13,23.65
SALE-01945,2025-10-20 20:51:01,CUST-132,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4005,6,1,66.05
SALE-01946,2025-09-02 17:36:05,CUST-126,Ahmedabad Southwest Hub,WH-Southwest-AZ,HYD-1005,2,0,148.1
SALE-01947,2026-04-21 18:43:03,CUST-103,Bengaluru Technology Hub,WH-Pacific-WA,FAS-3003,9,0,21.67
SALE-01948,2026-06-18 18:28:01,CUST-121,Delhi North Hub,WH-North-IL,HYD-1005,1,0,145.28
SALE-01949,2026-01-17 20:13:47,CUST-111,Guwahati Northeast Hub,WH-Northeast-NY,FIL-4002,5,0,32.0
SALE-01950,2026-04-08 19:36:21,CUST-153,Mumbai West Hub,WH-West-CA,FIL-4004,7,0,45.41
SALE-01951,2026-02-20 19:57:28,CUST-112,Hyderabad Central Hub,WH-Central-TX,FAS-3003,7,6,23.09
SALE-01952,2026-06-03 20:09:54,CUST-159,Kolkata East Hub,WH-East-NC,FAS-3003,7,0,21.89
SALE-01953,2025-10-07 18:58:42,CUST-102,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4001,5,0,52.29
SALE-01954,2026-02-15 18:22:06,CUST-114,Chennai South Hub,WH-South-FL,HYD-1001,4,0,467.63
SALE-01955,2025-11-29 17:44:22,CUST-148,Jaipur Regional Hub,WH-Mountain-CO,FAS-3003,10,0,22.5
SALE-01956,2025-11-29 18:23:46,CUST-130,Pune Midwest Hub,WH-Midwest-OH,FIL-4001,5,0,52.21
SALE-01957,2026-05-03 17:38:18,CUST-112,Nagpur Central Hub,WH-GreatLakes-MI,HYD-1003,3,0,88.63
SALE-01958,2025-12-27 18:51:06,CUST-121,Bengaluru Technology Hub,WH-Pacific-WA,FAS-3002,10,0,17.76
SALE-01959,2025-09-07 18:08:10,CUST-104,Guwahati Northeast Hub,WH-Northeast-NY,ELE-2004,2,0,399.43
SALE-01960,2025-10-22 20:02:39,CUST-111,Coimbatore South Central Hub,WH-SouthCentral-OK,FAS-3003,8,0,23.16
SALE-01961,2026-07-13 20:05:02,CUST-160,Guwahati Northeast Hub,WH-Northeast-NY,HYD-1001,4,0,472.84
SALE-01962,2025-12-01 20:07:54,CUST-127,Chennai South Hub,WH-South-FL,HYD-1002,3,0,317.34
SALE-01963,2025-09-19 18:17:29,CUST-143,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FAS-3003,5,0,23.3
SALE-01964,2025-09-20 18:54:57,CUST-151,Jaipur Regional Hub,WH-Mountain-CO,HYD-1004,1,0,175.22
SALE-01965,2026-02-16 19:45:16,CUST-129,Nagpur Central Hub,WH-GreatLakes-MI,ELE-2005,2,0,200.19
SALE-01966,2026-03-13 17:10:48,CUST-139,Mumbai West Hub,WH-West-CA,HYD-1002,3,0,333.5
SALE-01967,2026-07-13 18:06:11,CUST-129,Jaipur Regional Hub,WH-Mountain-CO,ELE-2005,3,0,206.81
SALE-01968,2025-11-25 18:57:34,CUST-141,Guwahati Northeast Hub,WH-Northeast-NY,FIL-4004,6,0,48.31
SALE-01969,2026-07-02 20:55:40,CUST-135,Delhi North Hub,WH-North-IL,ELE-2002,1,0,122.66
SALE-01970,2026-03-16 17:58:31,CUST-149,Lucknow Mid-India Hub,WH-MidAtlantic-VA,HYD-1005,4,0,145.58
SALE-01971,2026-05-29 18:58:27,CUST-158,Ahmedabad Southwest Hub,WH-Southwest-AZ,FAS-3001,11,0,25.39
SALE-01972,2026-03-09 20:56:43,CUST-130,Kolkata East Hub,WH-East-NC,FIL-4004,5,0,46.41
SALE-01973,2026-06-04 18:01:00,CUST-134,Pune Midwest Hub,WH-Midwest-OH,FIL-4005,7,0,61.69
SALE-01974,2025-10-16 17:16:28,CUST-146,Hyderabad Central Hub,WH-Central-TX,FAS-3002,12,0,17.73
SALE-01975,2026-02-27 20:48:04,CUST-109,Ahmedabad Southwest Hub,WH-Southwest-AZ,HYD-1004,1,0,167.18
SALE-01976,2025-10-28 17:26:21,CUST-156,Indore Central-West Hub,WH-Rockies-UT,ELE-2001,2,0,728.03
SALE-01977,2026-05-21 19:46:50,CUST-139,Nagpur Central Hub,WH-GreatLakes-MI,ELE-2002,4,0,118.46
SALE-01978,2025-12-25 19:26:29,CUST-127,Indore Central-West Hub,WH-Rockies-UT,ELE-2001,1,0,717.65
SALE-01979,2026-07-25 18:59:56,CUST-133,Chennai South Hub,WH-South-FL,ELE-2003,2,0,72.04
SALE-01980,2026-03-13 19:16:28,CUST-151,Nagpur Central Hub,WH-GreatLakes-MI,ELE-2002,7,0,119.0
SALE-01981,2026-01-19 17:26:11,CUST-129,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FIL-4002,1,0,30.17
SALE-01982,2026-07-10 18:25:11,CUST-158,Kolkata East Hub,WH-East-NC,ELE-2003,1,0,76.47
SALE-01983,2025-11-17 20:49:05,CUST-146,Hyderabad Central Hub,WH-Central-TX,ELE-2001,3,0,720.88
SALE-01984,2026-06-18 18:18:21,CUST-123,Bhubaneswar Southeast Hub,WH-Southeast-GA,HYD-1004,7,0,172.2
SALE-01985,2026-04-25 20:40:03,CUST-158,Hyderabad Central Hub,WH-Central-TX,ELE-2001,1,0,682.34
SALE-01986,2026-06-02 18:11:35,CUST-119,Coimbatore South Central Hub,WH-SouthCentral-OK,HYD-1005,4,1,150.89
SALE-01987,2025-10-28 19:37:30,CUST-156,Bengaluru Technology Hub,WH-Pacific-WA,HYD-1001,5,0,443.91
SALE-01988,2026-04-21 19:36:30,CUST-106,Coimbatore South Central Hub,WH-SouthCentral-OK,HYD-1002,6,0,326.99
SALE-01989,2025-12-08 18:11:04,CUST-158,Mumbai West Hub,WH-West-CA,ELE-2005,4,0,216.87
SALE-01990,2026-06-29 17:27:38,CUST-160,Bengaluru Technology Hub,WH-Pacific-WA,ELE-2005,2,0,225.69
SALE-01991,2026-02-20 17:39:30,CUST-129,Jaipur Regional Hub,WH-Mountain-CO,FAS-3003,6,0,21.81
SALE-01992,2025-09-02 19:43:09,CUST-123,Ahmedabad Southwest Hub,WH-Southwest-AZ,FIL-4002,4,0,32.37
SALE-01993,2026-05-19 20:39:04,CUST-111,Chennai South Hub,WH-South-FL,FAS-3004,8,0,34.32
SALE-01994,2026-03-08 20:04:22,CUST-134,Nagpur Central Hub,WH-GreatLakes-MI,FAS-3002,11,0,16.94
SALE-01995,2026-03-17 18:09:00,CUST-141,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FAS-3004,8,0,36.67
SALE-01996,2026-05-19 20:37:03,CUST-124,Chennai South Hub,WH-South-FL,HYD-1005,6,0,149.35
SALE-01997,2026-05-06 17:18:44,CUST-108,Chennai South Hub,WH-South-FL,FAS-3001,4,0,26.18
SALE-01998,2026-03-18 19:35:30,CUST-127,Jaipur Regional Hub,WH-Mountain-CO,FIL-4001,4,0,55.05
SALE-01999,2025-12-02 17:57:47,CUST-108,Pune Midwest Hub,WH-Midwest-OH,FIL-4002,4,0,31.07
SALE-02000,2026-03-13 19:43:45,CUST-120,Pune Midwest Hub,WH-Midwest-OH,FIL-4002,3,0,31.47
SALE-02001,2025-12-23 17:06:17,CUST-145,Chennai South Hub,WH-South-FL,HYD-1003,4,0,83.35
SALE-02002,2026-01-13 18:14:56,CUST-102,Pune Midwest Hub,WH-Midwest-OH,FAS-3001,6,0,26.33
SALE-02003,2025-11-10 20:29:50,CUST-139,Hyderabad Central Hub,WH-Central-TX,HYD-1004,7,0,172.24
SALE-02004,2025-09-02 19:05:52,CUST-146,Mumbai West Hub,WH-West-CA,ELE-2004,3,0,395.75
SALE-02005,2026-05-13 20:28:08,CUST-141,Chennai South Hub,WH-South-FL,HYD-1002,3,0,328.16
SALE-02006,2026-03-14 17:46:56,CUST-113,Jaipur Regional Hub,WH-Mountain-CO,FIL-4004,4,0,46.92
SALE-02007,2026-06-23 20:56:33,CUST-127,Pune Midwest Hub,WH-Midwest-OH,ELE-2001,1,0,661.87
SALE-02008,2026-03-06 17:22:43,CUST-104,Chennai South Hub,WH-South-FL,ELE-2001,1,0,659.12
SALE-02009,2026-05-20 19:58:11,CUST-124,Guwahati Northeast Hub,WH-Northeast-NY,ELE-2003,1,0,76.97
SALE-02010,2025-11-05 18:02:10,CUST-157,Chennai South Hub,WH-South-FL,ELE-2003,1,0,78.74
SALE-02011,2025-12-05 19:20:45,CUST-146,Nagpur Central Hub,WH-GreatLakes-MI,HYD-1001,1,0,441.25
SALE-02012,2026-06-07 18:33:20,CUST-139,Nagpur Central Hub,WH-GreatLakes-MI,FAS-3002,12,0,18.94
SALE-02013,2026-06-24 18:25:56,CUST-145,Ahmedabad Southwest Hub,WH-Southwest-AZ,FAS-3002,10,0,17.91
SALE-02014,2026-03-24 17:56:59,CUST-156,Mumbai West Hub,WH-West-CA,HYD-1004,10,0,188.52
SALE-02015,2026-02-16 20:47:37,CUST-151,Ahmedabad Southwest Hub,WH-Southwest-AZ,ELE-2001,1,0,711.56
SALE-02016,2026-03-03 18:27:35,CUST-151,Bhubaneswar Southeast Hub,WH-Southeast-GA,FAS-3005,11,0,29.9
SALE-02017,2026-07-01 18:37:36,CUST-156,Ahmedabad Southwest Hub,WH-Southwest-AZ,FAS-3002,11,0,18.22
SALE-02018,2025-12-01 17:29:27,CUST-147,Jaipur Regional Hub,WH-Mountain-CO,HYD-1002,7,0,339.03
SALE-02019,2026-06-26 17:02:07,CUST-146,Delhi North Hub,WH-North-IL,HYD-1004,6,0,173.46
SALE-02020,2025-10-09 18:32:22,CUST-115,Hyderabad Central Hub,WH-Central-TX,FIL-4005,7,0,61.68
SALE-02021,2025-12-17 18:00:21,CUST-116,Bhubaneswar Southeast Hub,WH-Southeast-GA,ELE-2005,1,0,200.6
SALE-02022,2026-01-08 18:05:02,CUST-106,Hyderabad Central Hub,WH-Central-TX,ELE-2002,1,0,121.96
SALE-02023,2025-09-04 20:08:00,CUST-115,Ahmedabad Southwest Hub,WH-Southwest-AZ,ELE-2004,2,0,370.11
SALE-02024,2026-03-31 20:48:57,CUST-107,Delhi North Hub,WH-North-IL,HYD-1002,2,0,332.33
SALE-02025,2026-07-18 18:56:17,CUST-116,Kolkata East Hub,WH-East-NC,FIL-4004,4,0,48.64
SALE-02026,2026-02-04 17:18:00,CUST-102,Bhubaneswar Southeast Hub,WH-Southeast-GA,HYD-1003,1,0,89.43
SALE-02027,2025-09-10 18:55:17,CUST-114,Kolkata East Hub,WH-East-NC,HYD-1004,3,0,177.74
SALE-02028,2026-04-08 20:28:52,CUST-120,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4003,10,0,42.06
SALE-02029,2025-09-05 18:30:49,CUST-127,Delhi North Hub,WH-North-IL,HYD-1002,2,0,342.92
SALE-02030,2025-12-16 19:37:15,CUST-151,Jaipur Regional Hub,WH-Mountain-CO,ELE-2001,2,0,650.13
